person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_clipped,income_loan_ratio,income_emp_length_ratio,loan_credit_hist_ratio
21,192000,MORTGAGE,123.0,VENTURE,A,20000,6.54,0,0.1,N,4,190376.8000000002,9.51884000000001,1547.7788617886195,5000.0
25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0,0.05,N,4,190376.8000000002,19.03768000000002,190376.8000000002,2500.0
26,190300,MORTGAGE,5.0,PERSONAL,A,15000,,0,0.08,N,3,190300.0,12.686666666666667,38060.0,5000.0
22,190000,MORTGAGE,3.0,VENTURE,C,10000,,0,0.05,N,3,190000.0,19.0,63333.333333333336,3333.3333333333335
24,75000,RENT,4.0,EDUCATION,B,25000,10.25,1,0.33,N,4,75000.0,3.0,18750.0,6250.0
22,71000,RENT,1.0,EDUCATION,D,25000,15.95,1,0.35,Y,4,71000.0,2.84,71000.0,6250.0
26,190000,MORTGAGE,3.0,VENTURE,B,20000,12.18,0,0.11,N,4,190000.0,9.5,63333.333333333336,5000.0
23,189996,OWN,0.0,PERSONAL,B,24000,11.83,0,0.13,N,3,189996.0,7.9165,inf,8000.0
23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,,1,0.32,Y,2,78000.0,3.12,11142.857142857143,12500.0
23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3,78000.0,3.12,78000.0,8333.333333333334
23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.32,N,3,78504.0,3.14016,11214.857142857143,8333.333333333334
25,186000,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4,186000.0,18.6,20666.666666666668,2500.0
24,185000,MORTGAGE,4.0,EDUCATION,B,35000,12.42,0,0.19,N,2,185000.0,5.285714285714286,46250.0,17500.0
25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2,185000.0,12.333333333333334,30833.333333333332,7500.0
24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2,62050.0,2.482,7756.25,12500.0
23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2,79416.0,3.17664,11345.142857142857,12500.0
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2,14400.0,2.304,3600.0,3125.0
24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2,79631.0,3.18524,9953.875,12500.0
24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4,79632.0,3.18528,inf,6250.0
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,,0,0.1,N,4,14400.0,9.6,inf,375.0
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2,80000.0,3.2,13333.333333333334,12500.0
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4,80000.0,3.2,16000.0,6250.0
22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2,185000.0,7.4,46250.0,12500.0
26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2,185000.0,37.0,18500.0,2500.0
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4,184992.0,8.408727272727273,26427.428571428572,5500.0
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,184000.0,73.6,36800.0,1250.0
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,172000.0,8.6,28666.666666666668,5000.0
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,183000.0,9.15,91500.0,6666.666666666667
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,,0,0.01,N,2,183000.0,183.0,61000.0,500.0
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,182952.0,12.1968,20328.0,5000.0
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,74004.0,2.96016,10572.0,6250.0
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,,1,0.34,Y,4,74004.0,2.96016,7400.4,6250.0
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,81000.0,3.24,16200.0,8333.333333333334
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,81600.0,3.264,81600.0,8333.333333333334
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,82000.0,3.28,10250.0,12500.0
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,83000.0,3.32,16600.0,8333.333333333334
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,83000.0,3.32,16600.0,8333.333333333334
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,180000.0,10.0,22500.0,4500.0
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,180000.0,6.428571428571429,22500.0,9333.333333333334
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,14400.0,3.6,7200.0,2000.0
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,14400.0,6.857142857142857,inf,525.0
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,84500.0,3.38,14083.333333333334,6250.0
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,85000.0,3.4,17000.0,6250.0
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,180000.0,12.857142857142858,25714.285714285714,7000.0
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,180000.0,15.0,90000.0,3000.0
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,142800.0,14.28,15866.666666666666,2500.0
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,,1,0.41,N,4,14664.0,2.444,inf,1500.0
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,87000.0,3.48,10875.0,8333.333333333334
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,75000.0,3.0,inf,8333.333333333334
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,76000.0,3.04,10857.142857142857,6250.0
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,66215.0,2.6486,66215.0,12500.0
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,90000.0,3.6,10000.0,6250.0
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,15000.0,2.4193548387096775,inf,3100.0
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,180000.0,7.2,90000.0,6250.0
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,180000.0,8.571428571428571,22500.0,7000.0
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,180000.0,9.0,20000.0,5000.0
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,180000.0,18.0,inf,2500.0
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,180000.0,18.09045226130653,60000.0,4975.0
23,15000,OWN,7.0,MEDICAL,B,4475,,1,0.3,N,4,15000.0,3.35195530726257,2142.8571428571427,1118.75
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,78000.0,3.12,39000.0,8333.333333333334
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,66300.0,2.652,22100.0,6250.0
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,90000.0,3.6,inf,8333.333333333334
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,79000.0,3.16,8777.777777777777,6250.0
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,91800.0,3.672,22950.0,8333.333333333334
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,92000.0,3.68,15333.333333333334,8333.333333333334
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,92000.0,3.68,92000.0,6250.0
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,93600.0,3.744,31200.0,6250.0
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,15000.0,8.571428571428571,15000.0,583.3333333333334
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,70550.0,2.822,23516.666666666668,6250.0
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,83800.0,3.352,41900.0,8333.333333333334
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,175000.0,67.3076923076923,58333.333333333336,650.0
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,175000.0,21.875,17500.0,4000.0
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,,0,0.1,N,2,175000.0,9.722222222222221,29166.666666666668,9000.0
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,175000.0,8.333333333333334,21875.0,7000.0
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,15000.0,3.75,3750.0,1000.0
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,15000.0,3.260869565217391,3750.0,2300.0
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,88000.0,3.52,14666.666666666666,12500.0
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,74800.0,2.992,37400.0,12500.0
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,88000.0,3.52,inf,6250.0
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,15000.0,8.571428571428571,7500.0,437.5
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,88000.0,3.52,44000.0,8333.333333333334
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,100000.0,4.0,100000.0,6250.0
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,15000.0,4.166666666666667,inf,900.0
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,102400.0,4.096,12800.0,8333.333333333334
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,92000.0,3.68,92000.0,6250.0
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,93000.0,3.72,inf,12500.0
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,175000.0,50.0,29166.666666666668,1750.0
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,175000.0,24.305555555555557,58333.333333333336,2400.0
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,174708.0,19.412,19412.0,3000.0
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,174000.0,19.772727272727273,87000.0,2933.3333333333335
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,174000.0,14.5,21750.0,3000.0
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,162000.0,6.48,32400.0,8333.333333333334
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,173467.0,17.3467,17346.7,2500.0
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,15000.0,4.724409448818897,inf,1058.3333333333333
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,96000.0,3.84,48000.0,6250.0
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,15120.0,10.08,inf,750.0
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,97908.0,3.91632,12238.5,12500.0
26,110000,RENT,3.0,PERSONAL,C,25000,,0,0.23,Y,2,110000.0,4.4,36666.666666666664,12500.0
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,15204.0,5.43,2172.0,933.3333333333334
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,159600.0,5.32,inf,7500.0
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,171500.0,9.527777777777779,28583.333333333332,4500.0
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,170004.0,17.0004,56668.0,2500.0
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,158004.0,6.32016,inf,12500.0
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,170000.0,13.076923076923077,inf,4333.333333333333
24,83300,RENT,0.0,MEDICAL,D,25000,,1,0.26,N,2,83300.0,3.332,inf,12500.0
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,110000.0,4.4,15714.285714285714,12500.0
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,15360.0,6.144,2194.285714285714,833.3333333333334
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,134300.0,26.86,44766.666666666664,2500.0
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,170000.0,8.5,85000.0,10000.0
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,100580.0,4.0232,16763.333333333332,12500.0
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,113000.0,4.52,16142.857142857143,6250.0
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,120000.0,4.8,15000.0,6250.0
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,120000.0,4.8,20000.0,12500.0
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,120000.0,4.8,17142.85714285714,12500.0
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,91800.0,3.672,18360.0,12500.0
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,15600.0,15.6,3120.0,250.0
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,108000.0,4.32,54000.0,8333.333333333334
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,129996.0,5.19984,21666.0,8333.333333333334
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,130000.0,5.2,32500.0,12500.0
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,130000.0,5.2,18571.428571428572,6250.0
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,170000.0,8.5,42500.0,5000.0
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,170000.0,14.166666666666666,inf,6000.0
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,169000.0,12.071428571428571,169000.0,4666.666666666667
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,168750.0,6.958762886597938,16875.0,8083.333333333333
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,168600.0,8.43,56200.0,6666.666666666667
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,168288.0,93.49333333333334,33657.6,600.0
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,168000.0,4.8,84000.0,17500.0
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,133300.0,5.332,22216.666666666668,12500.0
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,15600.0,4.7272727272727275,3120.0,825.0
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,134000.0,5.36,16750.0,8333.333333333334
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,134000.0,5.36,19142.85714285714,12500.0
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,15600.0,4.875,inf,1600.0
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,135000.0,5.4,27000.0,6250.0
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,135660.0,5.4264,13566.0,6250.0
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,145000.0,5.8,inf,6250.0
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,150000.0,6.0,37500.0,8333.333333333334
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,165000.0,17.1875,55000.0,3200.0
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,153000.0,6.375,30600.0,12000.0
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,165000.0,8.25,33000.0,5000.0
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,165000.0,6.6,inf,6250.0
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,165000.0,8.25,33000.0,5000.0
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,16000.0,2.6666666666666665,2285.714285714286,3000.0
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,16000.0,7.032967032967033,5333.333333333333,568.75
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,16000.0,8.0,2285.714285714286,666.6666666666666
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,148000.0,5.92,148000.0,8333.333333333334
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,16000.0,2.857142857142857,16000.0,1400.0
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,16020.0,4.419310344827586,5340.0,1812.5
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,16094.0,2.926181818181818,8047.0,1833.3333333333333
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,175000.0,7.0,87500.0,12500.0
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,16200.0,8.1,2700.0,666.6666666666666
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,185000.0,7.4,26428.571428571428,12500.0
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,162000.0,6.48,18000.0,12500.0
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,161000.0,5.366666666666666,16100.0,7500.0
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,160000.0,4.571428571428571,inf,8750.0
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,190376.8000000002,7.615072000000008,38075.36000000004,6250.0
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,16400.0,3.28,16400.0,1250.0
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,16500.0,3.7714285714285714,2750.0,1093.75
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,49500.0,2.0,8250.0,8250.0
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,60000.0,2.4242424242424243,15000.0,8250.0
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,84200.0,3.436734693877551,10525.0,6125.0
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,16800.0,8.4,3360.0,1000.0
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,92000.0,3.7551020408163267,11500.0,6125.0
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,160000.0,4.571428571428571,32000.0,17500.0
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,160000.0,13.333333333333334,17777.777777777777,3000.0
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,160000.0,13.333333333333334,160000.0,3000.0
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,160000.0,6.4,26666.666666666668,6250.0
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,125800.0,12.58,inf,2500.0
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,54000.0,2.2268041237113403,27000.0,6062.5
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,62500.0,2.577319587628866,62500.0,6062.5
24,16800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3,16800.0,4.3076923076923075,4200.0,1300.0
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,68400.0,2.820618556701031,7600.0,6062.5
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,56045.0,2.3111340206185567,56045.0,12125.0
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,74000.0,3.051546391752577,10571.42857142857,12125.0
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,65453.0,2.699092783505155,7272.555555555556,12125.0
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,89908.0,3.7075463917525773,89908.0,8083.333333333333
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,78000.0,3.216494845360825,inf,8083.333333333333
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,100000.0,4.123711340206185,inf,12125.0
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,103000.0,4.247422680412371,17166.666666666668,12125.0
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0,0.06,N,3,160000.0,17.77777777777778,80000.0,3000.0
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,160000.0,10.666666666666666,32000.0,3750.0
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,160000.0,8.0,53333.333333333336,6666.666666666667
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,160000.0,6.4,80000.0,12500.0
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0,0.09,N,4,160000.0,11.636363636363637,inf,3437.5
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,160000.0,10.491803278688524,53333.333333333336,3812.5
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,160000.0,8.0,53333.333333333336,10000.0
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,16800.0,3.536842105263158,inf,2375.0
25,111996,RENT,9.0,PERSONAL,D,24250,,0,0.22,N,3,111996.0,4.6183917525773195,12444.0,8083.333333333333
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,16800.0,2.8,inf,1500.0
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,115200.0,4.750515463917526,inf,12125.0
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,144000.0,5.938144329896907,inf,8083.333333333333
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,190376.8000000002,7.850589690721657,63458.9333333334,8083.333333333333
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,108000.0,4.472049689440993,108000.0,8050.0
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,43000.0,1.7916666666666667,6142.857142857143,8000.0
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,47004.0,1.9585,47004.0,6000.0
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,48000.0,2.0,12000.0,12000.0
26,48000,RENT,4.0,MEDICAL,A,24000,,1,0.5,N,3,48000.0,2.0,12000.0,8000.0
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,44964.0,1.8735,22482.0,12000.0
25,52000,RENT,4.0,PERSONAL,B,24000,10.74,1,0.46,N,2,52000.0,2.1666666666666665,13000.0,12000.0
22,17352,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3,17352.0,7.712,4338.0,750.0
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,47000.0,1.9583333333333333,15666.666666666666,12000.0
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,17400.0,17.4,2900.0,500.0
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,49000.0,2.0416666666666665,24500.0,6000.0
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,60000.0,2.5,inf,6000.0
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,60000.0,2.5,20000.0,6000.0
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,60000.0,2.5,inf,8000.0
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,60000.0,2.5,12000.0,12000.0
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,62004.0,2.5835,6889.333333333333,8000.0
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,62400.0,2.6,20800.0,12000.0
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,1,0.37,N,2,65000.0,2.7083333333333335,6500.0,12000.0
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,,1,0.28,Y,3,17760.0,3.569849246231156,2960.0,1658.3333333333333
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,59000.0,2.4583333333333335,11800.0,12000.0
23,66000,RENT,6.0,VENTURE,A,24000,,1,0.36,N,4,66000.0,2.75,11000.0,6000.0
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,60000.0,2.5,inf,6000.0
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,66143.0,2.7559583333333335,7349.222222222223,8000.0
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,62250.0,2.59375,20750.0,6000.0
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,70000.0,2.9166666666666665,8750.0,6000.0
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,74000.0,3.0833333333333335,10571.42857142857,12000.0
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,18000.0,6.0,6000.0,750.0
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,75000.0,3.125,12500.0,6000.0
